,Durchgang,Uhrzeit,Gebotindex,Geber,Ausgangswert,Anteil,Angebotskategorie,Reaktion,Reaktionszeit,subjectID,Teil
75,76,09:27:41:656,164,174.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,499.9,12,1
76,77,09:27:46:062,33,37.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,584.0,12,1
77,78,09:27:50:296,160,170.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,531.7,12,1
78,79,09:27:56:234,4,4.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,670.4,12,1
79,80,09:28:00:328,166,176.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,467.4,12,1
80,81,09:28:06:625,121,129.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,487.6,12,1
81,82,09:28:12:109,15,15.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,476.5,12,1
82,83,09:28:18:343,176,186.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,572.2,12,1
83,84,09:28:25:156,134,142.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,635.2,12,1
84,85,09:28:30:078,86,92.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,648.0,12,1
85,86,09:28:34:031,142,150.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,769.7,12,1
86,87,09:28:39:390,17,17.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,603.9,12,1
87,88,09:28:45:859,223,237.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,520.8,12,1
88,89,09:28:52:687,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,510.8,12,1
89,90,09:28:56:796,13,13.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,468.7,12,1
90,91,09:29:02:468,90,96.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,570.3,12,1
91,92,09:29:08:453,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,546.6,12,1
92,93,09:29:13:312,79,85.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,441.3,12,1
94,95,09:29:21:890,238,252.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,690.1,12,1
96,97,09:29:31:515,99,105.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,490.7,12,1
97,98,09:29:36:062,7,7.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,436.3,12,1
98,99,09:29:42:078,173,183.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,437.1,12,1
99,100,09:29:47:671,158,168.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,637.6,12,1
100,101,09:29:52:578,181,193.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,929.6,12,1
101,102,09:29:56:984,185,197.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,721.4,12,1
103,104,09:30:06:562,118,124.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,571.0,12,1
104,105,09:30:11:968,28,28.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,666.7,12,1
105,106,09:30:16:437,231,245.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,672.4,12,1
106,107,09:30:23:093,84,90.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,551.5,12,1
107,108,09:30:29:968,229,243.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,716.8,12,1
108,109,09:30:34:375,21,21.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,884.8,12,1
109,110,09:30:38:953,9,9.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,637.9,12,1
110,111,09:30:43:937,6,6.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,446.1,12,1
111,112,09:30:48:468,155,165.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,505.2,12,1
112,113,09:30:53:859,8,8.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,578.5,12,1
113,114,09:30:59:218,60,66.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,1068.1,12,1
114,115,09:31:04:140,32,36.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,823.9,12,1
115,116,09:31:09:140,75,81.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,536.3,12,1
116,117,09:31:14:906,145,153.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,434.6,12,1
117,118,09:31:19:125,232,246.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,521.0,12,1
118,119,09:31:25:484,184,196.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,507.8,12,1
119,120,09:31:32:093,180,190.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,755.2,12,1
120,121,09:31:37:125,216,230.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,571.2,12,1
121,122,09:31:42:000,3,3.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,368.1,12,1
122,123,09:31:46:171,30,34.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,449.0,12,1
123,124,09:31:52:343,193,205.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,355.4,12,1
125,126,09:32:03:984,182,194.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,426.5,12,1
126,127,09:32:09:515,154,164.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,413.4,12,1
127,128,09:32:16:218,89,95.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,489.7,12,1
129,130,09:32:28:593,157,167.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,459.6,12,1
130,131,09:32:32:859,49,53.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,584.9,12,1
131,132,09:32:38:765,150,158.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,429.8,12,1
132,133,09:32:43:515,87,93.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,455.7,12,1
133,134,09:32:47:718,207,219.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,543.4,12,1
134,135,09:32:53:031,162,172.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,444.1,12,1
135,136,09:32:58:359,131,139.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,423.0,12,1
136,137,09:33:03:437,212,226.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,692.9,12,1
137,138,09:33:07:921,80,86.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,713.0,12,1
138,139,09:33:14:062,208,220.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,779.7,12,1
139,140,09:33:20:187,64,70.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,528.0,12,1
0,1,09:36:01:515,230,244.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1188.9,12,2
1,2,09:36:07:234,143,151.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,576.6,12,2
2,3,09:36:13:593,171,181.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,467.4,12,2
3,4,09:36:19:171,112,118.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,515.5,12,2
4,5,09:36:23:093,198,210.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,511.5,12,2
5,6,09:36:27:140,192,204.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,526.5,12,2
6,7,09:36:31:718,194,206.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,471.1,12,2
8,9,09:36:42:234,63,69.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,403.0,12,2
9,10,09:36:47:390,210,222.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,460.6,12,2
11,12,09:36:57:265,97,103.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,410.6,12,2
13,14,09:37:09:875,199,211.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,419.5,12,2
14,15,09:37:15:578,186,198.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,343.2,12,2
15,16,09:37:22:171,120,126.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,440.3,12,2
17,18,09:37:34:046,103,109.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,414.0,12,2
18,19,09:37:39:640,226,240.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,415.2,12,2
19,20,09:37:44:453,67,73.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,430.2,12,2
21,22,09:37:55:453,31,35.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,431.6,12,2
23,24,09:38:06:437,45,49.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,544.4,12,2
24,25,09:38:11:265,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,536.9,12,2
25,26,09:38:15:234,76,82.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,417.4,12,2
26,27,09:38:20:234,117,123.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,402.4,12,2
27,28,09:38:26:531,46,50.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,598.2,12,2
28,29,09:38:32:953,213,227.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,413.8,12,2
29,30,09:38:38:765,197,209.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,374.2,12,2
30,31,09:38:43:812,147,155.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,796.6,12,2
31,32,09:38:50:765,139,147.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,470.4,12,2
32,33,09:38:56:656,83,89.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,467.7,12,2
33,34,09:39:00:875,202,214.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,467.4,12,2
34,35,09:39:06:640,78,84.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,956.3,12,2
35,36,09:39:10:906,214,228.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,498.8,12,2
36,37,09:39:16:156,102,108.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,392.9,12,2
37,38,09:39:22:625,77,83.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,382.2,12,2
38,39,09:39:28:093,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,364.4,12,2
39,40,09:39:33:968,111,117.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,401.6,12,2
40,41,09:39:39:281,1,1.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,358.2,12,2
42,43,09:39:49:500,116,122.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,405.5,12,2
44,45,09:40:00:312,163,173.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,350.0,12,2
45,46,09:40:05:218,40,44.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,289.4,12,2
46,47,09:40:10:703,235,249.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,422.9,12,2
48,49,09:40:20:921,203,215.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,406.7,12,2
50,51,09:40:32:687,62,68.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,384.7,12,2
51,52,09:40:36:609,234,248.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,459.6,12,2
53,54,09:40:46:015,189,201.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,421.2,12,2
54,55,09:40:51:578,113,119.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,350.4,12,2
55,56,09:40:56:468,126,134.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,379.7,12,2
56,57,09:41:03:093,127,135.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,475.8,12,2
57,58,09:41:07:515,119,125.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,450.2,12,2
58,59,09:41:12:640,206,218.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,437.7,12,2
59,60,09:41:18:750,219,233.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,361.9,12,2
60,61,09:41:25:578,201,213.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,313.6,12,2
61,62,09:41:32:296,179,189.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,405.3,12,2
62,63,09:41:36:984,140,148.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,1049.7,12,2
63,64,09:41:42:359,92,98.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,331.2,12,2
64,65,09:41:47:328,88,94.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,365.1,12,2
65,66,09:41:54:078,136,144.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,446.9,12,2
66,67,09:41:58:328,130,138.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,469.9,12,2
68,69,09:42:09:078,71,77.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,383.4,12,2
69,70,09:42:13:812,70,76.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,347.9,12,2
70,71,09:42:20:609,108,114.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,371.9,12,2
71,72,09:42:25:671,41,45.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,386.1,12,2
72,73,09:42:29:843,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,403.5,12,2
73,74,09:42:35:468,53,57.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,330.4,12,2
74,75,09:42:39:390,25,25.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,437.6,12,2
75,76,09:42:43:421,55,59.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1500.6,12,2
76,77,09:42:49:250,165,175.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,452.1,12,2
77,78,09:42:53:828,205,217.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,430.0,12,2
78,79,09:42:58:765,93,99.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,471.8,12,2
80,81,09:43:08:984,237,251.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,296.4,12,2
81,82,09:43:16:828,94,100.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,463.1,12,2
82,83,09:43:22:765,137,145.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,384.8,12,2
83,84,09:43:27:937,222,236.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,579.2,12,2
84,85,09:43:32:359,110,116.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,371.0,12,2
85,86,09:43:38:296,218,232.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,485.3,12,2
86,87,09:43:43:687,125,133.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,341.8,12,2
87,88,09:43:48:578,58,62.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,426.9,12,2
88,89,09:43:53:906,74,80.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,414.5,12,2
89,90,09:43:58:015,224,238.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,538.7,12,2
90,91,09:44:04:843,91,97.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,305.9,12,2
91,92,09:44:11:437,191,203.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,386.3,12,2
93,94,09:44:21:734,135,143.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,399.2,12,2
95,96,09:44:33:843,122,130.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,364.2,12,2
96,97,09:44:39:140,141,149.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,376.3,12,2
98,99,09:44:49:937,168,178.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,409.7,12,2
99,100,09:44:54:234,187,199.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,317.3,12,2
100,101,09:45:00:765,225,239.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,496.6,12,2
101,102,09:45:07:421,104,110.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,589.7,12,2
102,103,09:45:12:437,190,202.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,430.0,12,2
103,104,09:45:16:843,81,87.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,326.4,12,2
104,105,09:45:22:218,148,156.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,359.8,12,2
105,106,09:45:26:328,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,476.1,12,2
106,107,09:45:32:140,132,140.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,395.5,12,2
107,108,09:45:36:796,2,2.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,370.1,12,2
108,109,09:45:41:015,240,254.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,394.2,12,2
109,110,09:45:46:765,188,200.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,380.3,12,2
110,111,09:45:52:078,221,235.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,392.4,12,2
111,112,09:45:57:953,227,241.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,517.7,12,2
112,113,09:46:02:187,178,188.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,388.4,12,2
113,114,09:46:07:218,37,41.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,306.7,12,2
114,115,09:46:14:109,195,207.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,368.6,12,2
116,117,09:46:24:218,105,111.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,356.7,12,2
117,118,09:46:29:625,10,10.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,452.6,12,2
118,119,09:46:34:218,98,104.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,492.7,12,2
119,120,09:46:40:546,35,39.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,272.5,12,2
120,121,09:46:45:968,47,51.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,383.8,12,2
121,122,09:46:50:203,183,195.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,446.9,12,2
123,124,09:46:59:421,34,38.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,350.6,12,2
124,125,09:47:04:921,5,5.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,403.0,12,2
126,127,09:47:14:796,56,60.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,360.7,12,2
127,128,09:47:22:500,133,141.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,333.6,12,2
128,129,09:47:28:031,109,115.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,456.2,12,2
129,130,09:47:32:781,152,162.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,323.0,12,2
130,131,09:47:36:890,12,12.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,351.4,12,2
131,132,09:47:41:531,14,14.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,517.5,12,2
132,133,09:47:47:765,170,180.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,452.9,12,2
133,134,09:47:54:015,172,182.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,387.3,12,2
134,135,09:48:00:000,36,40.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,339.1,12,2
136,137,09:48:10:406,24,24.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,339.9,12,2
137,138,09:48:15:234,200,212.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,435.9,12,2
138,139,09:48:19:515,38,42.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,393.3,12,2
139,140,09:48:24:046,96,102.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,435.7,12,2
140,Gesamtkennwerte der Versuchsperson,,,,,,,,,12,2
141,"Kennwerte für die verschiedenen Ausgangskonstellationen, Reihenfolge Anzahl, Reaktionsmittelwert",,,,,,,,,12,2
142,Topf_klein_Aufteilung1:,80,545,545.0,0.0,,,,,12,2
143,Topf_klein_Aufteilung2:,32,561,561.0,0.0,,,,,12,2
144,Topf_klein_Aufteilung3:,8,609,609.0,0.0,,,,,12,2
145,Topf_gross_Aufteilung1:,55,546,546.0,0.0,,,,,12,2
146,Topf_gross_Aufteilung2:,33,566,566.0,0.0,,,,,12,2
147,Topf_gross_Aufteilung3:,31,495,495.0,0.0,,,,,12,2
148,Fehler:,1,,,,,,,,12,2
149,Zusatzbetrag:,20,,,,,,,,12,2
0,1,10:27:40:671,60,66.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,92.3,13,1
1,2,10:27:45:156,172,182.0,19.0,3.0,Topf_gross_Aufteilung2,Fehler,0.0,13,1
2,3,10:27:52:218,71,77.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,376.9,13,1
3,4,10:27:56:859,214,228.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,294.8,13,1
4,5,10:28:01:234,8,8.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,1648.5,13,1
5,6,10:28:06:718,203,215.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,461.8,13,1
6,7,10:28:10:625,192,204.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,249.7,13,1
7,8,10:28:15:093,32,36.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,303.1,13,1
8,9,10:28:21:218,28,28.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,418.5,13,1
9,10,10:28:26:609,168,178.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,459.6,13,1
11,12,10:28:39:218,83,89.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,324.2,13,1
12,13,10:28:44:500,26,26.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,320.7,13,1
13,14,10:28:48:609,217,231.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,532.7,13,1
14,15,10:28:52:562,146,154.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,598.8,13,1
15,16,10:28:57:406,101,107.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,493.6,13,1
17,18,10:29:08:093,21,21.0,19.0,3.0,Topf_gross_Aufteilung2,Abgelehnt,539.2,13,1
18,19,10:29:13:453,107,113.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,925.1,13,1
19,20,10:29:18:703,204,216.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,874.9,13,1
20,21,10:29:23:187,106,112.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,934.2,13,1
22,23,10:29:34:671,80,86.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,710.0,13,1
23,24,10:29:40:656,142,150.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,870.0,13,1
24,25,10:29:45:593,7,7.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,992.9,13,1
25,26,10:29:51:500,24,24.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,797.8,13,1
26,27,10:29:56:375,224,238.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,642.7,13,1
27,28,10:30:00:156,230,244.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,955.4,13,1
28,29,10:30:04:531,164,174.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,965.3,13,1
29,30,10:30:08:718,61,67.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,958.3,13,1
30,31,10:30:14:546,3,3.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,862.1,13,1
32,33,10:30:25:359,73,79.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,645.2,13,1
34,35,10:30:36:031,100,106.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,619.6,13,1
35,36,10:30:42:390,237,251.0,11.0,1.0,Topf_klein_Aufteilung1,Abgelehnt,822.0,13,1
37,38,10:30:54:078,93,99.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,586.4,13,1
38,39,10:31:00:296,228,242.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,714.3,13,1
39,40,10:31:05:046,180,190.0,11.0,5.0,Topf_klein_Aufteilung3,Angenommen,652.4,13,1
41,42,10:31:15:453,110,116.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,597.4,13,1
43,44,10:31:26:390,213,227.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,585.3,13,1
44,45,10:31:31:906,178,188.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,716.9,13,1
45,46,10:31:36:546,78,84.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,1251.1,13,1
46,47,10:31:42:843,82,88.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,487.9,13,1
47,48,10:31:48:906,139,147.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,429.8,13,1
48,49,10:31:54:390,170,180.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,474.5,13,1
49,50,10:31:59:062,11,11.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,671.7,13,1
50,51,10:32:04:671,130,138.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,679.8,13,1
51,52,10:32:09:703,9,9.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,567.0,13,1
52,53,10:32:16:296,65,71.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,639.7,13,1
53,54,10:32:21:312,69,75.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,471.3,13,1
55,56,10:32:30:687,108,114.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,385.0,13,1
56,57,10:32:35:203,62,68.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,748.9,13,1
57,58,10:32:40:156,208,220.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,551.5,13,1
58,59,10:32:44:921,91,97.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,585.1,13,1
59,60,10:32:49:234,166,176.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,580.6,13,1
60,61,10:32:53:750,17,17.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,520.5,13,1
61,62,10:33:00:531,177,187.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,633.5,13,1
62,63,10:33:05:203,45,49.0,11.0,3.0,Topf_klein_Aufteilung2,Angenommen,614.9,13,1
63,64,10:33:10:578,129,137.0,19.0,5.0,Topf_gross_Aufteilung3,Angenommen,552.6,13,1
65,66,10:33:22:390,239,253.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,816.5,13,1
66,67,10:33:27:562,222,236.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,761.8,13,1
67,68,10:33:34:234,234,248.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,872.3,13,1
69,70,10:33:46:156,120,126.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,708.0,13,1
70,71,10:33:51:390,98,104.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,611.1,13,1
71,72,10:33:58:218,114,120.0,19.0,1.0,Topf_gross_Aufteilung1,Angenommen,554.1,13,1
72,73,10:34:02:203,12,12.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,602.4,13,1
73,74,10:34:08:453,211,225.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,497.7,13,1
74,75,10:34:14:750,196,208.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1022.8,13,1
75,76,10:34:18:828,163,173.0,11.0,1.0,Topf_klein_Aufteilung1,Angenommen,1107.0,13,1
76,77,10:34:23:062,223,237.0,19.0,3.0,Topf_gross_Aufteilung2,Angenommen,410.2,13,1
